id,branch,language,segments_IPA,segments_source,sound_type,source,comments,glottocode
196,Avar-Andic,Avar,qʰ,q,consonant,"[Кибрик, Кодзасов 1990: 320-321]","Авторы считают, что «различие взрывных и аффрикат не несет дистинктивной функции». Т. е. на основании источника не понятно с чем мы имеем дело, например, с q или с qχ. В случае сомнения мы выбирали взрывной вариант",avar1256
197,Avar-Andic,Avar,qʰʷ,q˳,consonant,"[Кибрик, Кодзасов 1990: 320-321]",,avar1256
198,Avar-Andic,Avar,r,r,consonant,"[Кибрик, Кодзасов 1990: 320-321]",,avar1256
199,Avar-Andic,Avar,ʁ,ʀ,consonant,"[Кибрик, Кодзасов 1990: 320-321]",,avar1256
200,Avar-Andic,Avar,ʁʷ,ʁ˳,consonant,"[Кибрик, Кодзасов 1990: 320-321]",,avar1256
201,Avar-Andic,Avar,s,s,consonant,"[Кибрик, Кодзасов 1990: 320-321]",,avar1256
202,Avar-Andic,Avar,ʃ,š,consonant,"[Кибрик, Кодзасов 1990: 320-321]",,avar1256
203,Avar-Andic,Avar,t',t',consonant,"[Кибрик, Кодзасов 1990: 320-321]",,avar1256
204,Avar-Andic,Avar,tʰ,t,consonant,"[Кибрик, Кодзасов 1990: 320-321]",,avar1256
205,Avar-Andic,Avar,tɬ,ʟ,consonant,"[Кибрик, Кодзасов 1990: 320-321]",латералы - апико-дорсальные,avar1256
206,Avar-Andic,Avar,tɬ',ʟ',consonant,"[Кибрик, Кодзасов 1990: 320-321]",латералы - апико-дорсальные,avar1256
207,Avar-Andic,Avar,ts',c',consonant,"[Кибрик, Кодзасов 1990: 320-321]",,avar1256
208,Avar-Andic,Avar,tsʰ,c,consonant,"[Кибрик, Кодзасов 1990: 320-321]",,avar1256
209,Avar-Andic,Avar,tʃ',č',consonant,"[Кибрик, Кодзасов 1990: 320-321]",,avar1256
210,Avar-Andic,Avar,tʃʰ,č,consonant,"[Кибрик, Кодзасов 1990: 320-321]",,avar1256
211,Avar-Andic,Avar,w,w,consonant,"[Кибрик, Кодзасов 1990: 320-321]",,avar1256
212,Avar-Andic,Avar,x,x,consonant,"[Кибрик, Кодзасов 1990: 320-321]",,avar1256
213,Avar-Andic,Avar,z,z,consonant,"[Кибрик, Кодзасов 1990: 320-321]",,avar1256
214,Avar-Andic,Avar,ʒ,ž,consonant,"[Кибрик, Кодзасов 1990: 320-321]",реализуется как [dʒ] после n,avar1256
215,Avar-Andic,Avar,ʔ,ʔ,consonant,"[Кибрик, Кодзасов 1990: 320-321]",простой (или глоттальный) ларингал,avar1256
216,Avar-Andic,Avar,ʢ,ʕ,consonant,"[Кибрик, Кодзасов 1990: 320-321]","часто используется название ""эмфатические ларингалы"", эмфатические ларингалы слегка назализованы",avar1256
217,Avar-Andic,Avar,χ,χ,consonant,"[Кибрик, Кодзасов 1990: 320-321]",,avar1256
218,Avar-Andic,Avar,χʷ,χ˳,consonant,"[Кибрик, Кодзасов 1990: 320-321]",,avar1256
219,Avar-Andic,Avar,a,a,vowel,"[Кибрик, Кодзасов 1990: 320-321]",в позиции между эмфатическими ларингалами гласные назализуются,avar1256
220,Avar-Andic,Avar,e,e,vowel,"[Кибрик, Кодзасов 1990: 320-321]",,avar1256
221,Avar-Andic,Avar,i,i,vowel,"[Кибрик, Кодзасов 1990: 320-321]",долгих гласных не встретилось,avar1256
222,Avar-Andic,Avar,o,o,vowel,"[Кибрик, Кодзасов 1990: 320-321]",назализация также наблюдается в позиции между эмфатическими и простыми ларингалами,avar1256
223,Avar-Andic,Avar,u,u,vowel,"[Кибрик, Кодзасов 1990: 320-321]",,avar1256
224,Avar-Andic,Bagvalal,b,b,consonant,[Кибрик и др. 2001: 35-46],,bagv1239
225,Avar-Andic,Bagvalal,d,d,consonant,[Кибрик и др. 2001: 35-46],,bagv1239
226,Avar-Andic,Bagvalal,dʷ,d˳,consonant,[Кибрик и др. 2001: 35-46],,bagv1239
227,Avar-Andic,Bagvalal,dʒ,ǯ,consonant,[Кибрик и др. 2001: 35-46],,bagv1239
228,Avar-Andic,Bagvalal,ɡ,ɡ,consonant,[Кибрик и др. 2001: 35-46],,bagv1239
229,Avar-Andic,Bagvalal,ɡʷ,g˳,consonant,[Кибрик и др. 2001: 35-46],,bagv1239
230,Avar-Andic,Bagvalal,h,h,consonant,[Кибрик и др. 2001: 35-46],,bagv1239
231,Avar-Andic,Bagvalal,hʷ,h˳,consonant,[Кибрик и др. 2001: 35-46],,bagv1239
232,Avar-Andic,Bagvalal,ʜ,ʜ,consonant,[Кибрик и др. 2001: 35-46],,bagv1239
233,Avar-Andic,Bagvalal,j,j,consonant,[Кибрик и др. 2001: 35-46],,bagv1239
234,Avar-Andic,Bagvalal,k’,k’,consonant,[Кибрик и др. 2001: 35-46],,bagv1239
235,Avar-Andic,Bagvalal,k’ʷ,k’˳,consonant,[Кибрик и др. 2001: 35-46],,bagv1239
236,Avar-Andic,Bagvalal,kʰ,k,consonant,[Кибрик и др. 2001: 35-46],,bagv1239
237,Avar-Andic,Bagvalal,kʰʷ,k˳,consonant,[Кибрик и др. 2001: 35-46],,bagv1239
238,Avar-Andic,Bagvalal,l,l,consonant,[Кибрик и др. 2001: 35-46],,bagv1239
239,Avar-Andic,Bagvalal,ɬ,ł,consonant,[Кибрик и др. 2001: 35-46],,bagv1239
240,Avar-Andic,Bagvalal,ɬː,ł̄,consonant,[Кибрик и др. 2001: 35-46],,bagv1239
241,Avar-Andic,Bagvalal,m,m,consonant,[Кибрик и др. 2001: 35-46],,bagv1239
242,Avar-Andic,Bagvalal,n,n,consonant,[Кибрик и др. 2001: 35-46],,bagv1239
243,Avar-Andic,Bagvalal,pʰ,p,consonant,[Кибрик и др. 2001: 35-46],,bagv1239
244,Avar-Andic,Bagvalal,q’,q’,consonant,[Кибрик и др. 2001: 35-46],,bagv1239
245,Avar-Andic,Bagvalal,q’ʷ,q’˳,consonant,[Кибрик и др. 2001: 35-46],,bagv1239
246,Avar-Andic,Bagvalal,qʰ,q,consonant,[Кибрик и др. 2001: 35-46],,bagv1239
247,Avar-Andic,Bagvalal,qʰʷ,q˳,consonant,[Кибрик и др. 2001: 35-46],,bagv1239
248,Avar-Andic,Bagvalal,r,r,consonant,[Кибрик и др. 2001: 35-46],,bagv1239
249,Avar-Andic,Bagvalal,rʷ,R˳,consonant,[Кибрик и др. 2001: 35-46],,bagv1239
250,Avar-Andic,Bagvalal,ʁ,R,consonant,[Кибрик и др. 2001: 35-46],,bagv1239
251,Avar-Andic,Bagvalal,ʁʷ,R˳,consonant,[Кибрик и др. 2001: 35-46],,bagv1239
252,Avar-Andic,Bagvalal,s,s,consonant,[Кибрик и др. 2001: 35-46],,bagv1239
253,Avar-Andic,Bagvalal,s’,s’,consonant,[Кибрик и др. 2001: 35-46],,bagv1239
254,Avar-Andic,Bagvalal,s’ʷ,s’˳,consonant,[Кибрик и др. 2001: 35-46],,bagv1239
255,Avar-Andic,Bagvalal,sː,s̄,consonant,[Кибрик и др. 2001: 35-46],,bagv1239
256,Avar-Andic,Bagvalal,sːʷ,s̄˳,consonant,[Кибрик и др. 2001: 35-46],,bagv1239
257,Avar-Andic,Bagvalal,sʷ,s˳,consonant,[Кибрик и др. 2001: 35-46],,bagv1239
258,Avar-Andic,Bagvalal,ʃ,š,consonant,[Кибрик и др. 2001: 35-46],,bagv1239
259,Avar-Andic,Bagvalal,ʃ’,š’,consonant,[Кибрик и др. 2001: 35-46],,bagv1239
260,Avar-Andic,Bagvalal,ʃ’ʷ,š˳,consonant,[Кибрик и др. 2001: 35-46],,bagv1239
261,Avar-Andic,Bagvalal,ʃː,š̄,consonant,[Кибрик и др. 2001: 35-46],,bagv1239
262,Avar-Andic,Bagvalal,ʃʷ,š˳,consonant,[Кибрик и др. 2001: 35-46],,bagv1239
263,Avar-Andic,Bagvalal,t’,t’,consonant,[Кибрик и др. 2001: 35-46],,bagv1239
264,Avar-Andic,Bagvalal,t’ʷ,t’˳,consonant,[Кибрик и др. 2001: 35-46],,bagv1239
265,Avar-Andic,Bagvalal,tʰ,t,consonant,[Кибрик и др. 2001: 35-46],,bagv1239
266,Avar-Andic,Bagvalal,tʰʷ,t˳,consonant,[Кибрик и др. 2001: 35-46],,bagv1239
267,Avar-Andic,Bagvalal,tɬ’,L’,consonant,[Кибрик и др. 2001: 35-46],,bagv1239
268,Avar-Andic,Bagvalal,tɬ’ʷ,L˳,consonant,[Кибрик и др. 2001: 35-46],,bagv1239
269,Avar-Andic,Bagvalal,ts,c,consonant,[Кибрик и др. 2001: 35-46],,bagv1239
270,Avar-Andic,Bagvalal,ts’,c’,consonant,[Кибрик и др. 2001: 35-46],,bagv1239
271,Avar-Andic,Bagvalal,ts’ʷ,c’˳,consonant,[Кибрик и др. 2001: 35-46],,bagv1239
272,Avar-Andic,Bagvalal,tsʷ,c˳,consonant,[Кибрик и др. 2001: 35-46],,bagv1239
273,Avar-Andic,Bagvalal,tʃ’,č’,consonant,[Кибрик и др. 2001: 35-46],,bagv1239
274,Avar-Andic,Bagvalal,tʃ’ʷ,č’˳,consonant,[Кибрик и др. 2001: 35-46],,bagv1239
275,Avar-Andic,Bagvalal,tʃʰ,č,consonant,[Кибрик и др. 2001: 35-46],,bagv1239
276,Avar-Andic,Bagvalal,tʃʰʷ,č˳,consonant,[Кибрик и др. 2001: 35-46],,bagv1239
277,Avar-Andic,Bagvalal,w,w,consonant,[Кибрик и др. 2001: 35-46],,bagv1239
278,Avar-Andic,Bagvalal,x,x,consonant,[Кибрик и др. 2001: 35-46],,bagv1239
279,Avar-Andic,Bagvalal,z,z,consonant,[Кибрик и др. 2001: 35-46],,bagv1239
280,Avar-Andic,Bagvalal,zʷ,z˳,consonant,[Кибрик и др. 2001: 35-46],,bagv1239
281,Avar-Andic,Bagvalal,ʒ,ž,consonant,[Кибрик и др. 2001: 35-46],,bagv1239
282,Avar-Andic,Bagvalal,ʒʷ,ž˳,consonant,[Кибрик и др. 2001: 35-46],,bagv1239
283,Avar-Andic,Bagvalal,ʔ,ʔ,consonant,[Кибрик и др. 2001: 35-46],,bagv1239
284,Avar-Andic,Bagvalal,ʢ,ʕ,consonant,[Кибрик и др. 2001: 35-46],,bagv1239
285,Avar-Andic,Bagvalal,χ,X,consonant,[Кибрик и др. 2001: 35-46],,bagv1239
286,Avar-Andic,Bagvalal,χː,X̄,consonant,[Кибрик и др. 2001: 35-46],,bagv1239
287,Avar-Andic,Bagvalal,χːʷ,X̄˳,consonant,[Кибрик и др. 2001: 35-46],,bagv1239
288,Avar-Andic,Bagvalal,χʷ,x˳,consonant,[Кибрик и др. 2001: 35-46],,bagv1239
289,Avar-Andic,Bagvalal,a,a,vowel,[Кибрик и др. 2001: 35-46],,bagv1239
290,Avar-Andic,Bagvalal,aː,ā,vowel,[Кибрик и др. 2001: 35-46],,bagv1239
291,Avar-Andic,Bagvalal,aːⁿ,ā̃,vowel,[Кибрик и др. 2001: 35-46],,bagv1239
292,Avar-Andic,Bagvalal,aⁿ,ã,vowel,[Кибрик и др. 2001: 35-46],,bagv1239
293,Avar-Andic,Bagvalal,e,e,vowel,[Кибрик и др. 2001: 35-46],,bagv1239
294,Avar-Andic,Bagvalal,eː,ē,vowel,[Кибрик и др. 2001: 35-46],,bagv1239
295,Avar-Andic,Bagvalal,eːⁿ,ē̃,vowel,[Кибрик и др. 2001: 35-46],,bagv1239
296,Avar-Andic,Bagvalal,eⁿ,ẽ,vowel,[Кибрик и др. 2001: 35-46],,bagv1239
297,Avar-Andic,Bagvalal,i,i,vowel,[Кибрик и др. 2001: 35-46],,bagv1239
298,Avar-Andic,Bagvalal,iː,ī,vowel,[Кибрик и др. 2001: 35-46],,bagv1239
299,Avar-Andic,Bagvalal,iːⁿ,ī̃,vowel,[Кибрик и др. 2001: 35-46],,bagv1239
300,Avar-Andic,Bagvalal,iⁿ,ĩ,vowel,[Кибрик и др. 2001: 35-46],,bagv1239
301,Avar-Andic,Bagvalal,o,o,vowel,[Кибрик и др. 2001: 35-46],,bagv1239
302,Avar-Andic,Bagvalal,oː,ō,vowel,[Кибрик и др. 2001: 35-46],,bagv1239
303,Avar-Andic,Bagvalal,oːⁿ,ō̃,vowel,[Кибрик и др. 2001: 35-46],,bagv1239
304,Avar-Andic,Bagvalal,oⁿ,õ,vowel,[Кибрик и др. 2001: 35-46],,bagv1239
305,Avar-Andic,Bagvalal,u,u,vowel,[Кибрик и др. 2001: 35-46],,bagv1239
306,Avar-Andic,Bagvalal,uː,ū,vowel,[Кибрик и др. 2001: 35-46],,bagv1239
307,Avar-Andic,Bagvalal,uːⁿ,ū̃,vowel,[Кибрик и др. 2001: 35-46],,bagv1239
308,Avar-Andic,Bagvalal,uⁿ,ũ,vowel,[Кибрик и др. 2001: 35-46],,bagv1239
309,Avar-Andic,Botlikh,b,b,consonant,"[Alexeyev, Verhees 202..ː …]",,botl1242
310,Avar-Andic,Botlikh,d,d,consonant,"[Alexeyev, Verhees 202..ː …]",,botl1242
311,Avar-Andic,Botlikh,dʒ,ǯ,consonant,"[Alexeyev, Verhees 202..ː …]",,botl1242
312,Avar-Andic,Botlikh,ɡ,g,consonant,"[Alexeyev, Verhees 202..ː …]",,botl1242
313,Avar-Andic,Botlikh,h,h,consonant,"[Alexeyev, Verhees 202..ː …]",,botl1242
314,Avar-Andic,Botlikh,ħ,ħ,consonant,"[Alexeyev, Verhees 202..ː …]",,botl1242
315,Avar-Andic,Botlikh,j,j,consonant,"[Alexeyev, Verhees 202..ː …]",,botl1242
316,Avar-Andic,Botlikh,k’,k’,consonant,"[Alexeyev, Verhees 202..ː …]",,botl1242
317,Avar-Andic,Botlikh,k’ː,k’:,consonant,"[Alexeyev, Verhees 202..ː …]",,botl1242
318,Avar-Andic,Botlikh,kː,k:,consonant,"[Alexeyev, Verhees 202..ː …]",,botl1242
319,Avar-Andic,Botlikh,kʰ,k,consonant,"[Alexeyev, Verhees 202..ː …]",,botl1242
320,Avar-Andic,Botlikh,l,l,consonant,"[Alexeyev, Verhees 202..ː …]",,botl1242
321,Avar-Andic,Botlikh,ɬ,ɬ,consonant,"[Alexeyev, Verhees 202..ː …]",,botl1242
322,Avar-Andic,Botlikh,ɬː,ɬ:,consonant,"[Alexeyev, Verhees 202..ː …]",,botl1242
323,Avar-Andic,Botlikh,m,m,consonant,"[Alexeyev, Verhees 202..ː …]",,botl1242
324,Avar-Andic,Botlikh,n,n,consonant,"[Alexeyev, Verhees 202..ː …]",,botl1242
325,Avar-Andic,Botlikh,pʰ,p,consonant,"[Alexeyev, Verhees 202..ː …]",,botl1242
326,Avar-Andic,Botlikh,q’,q’,consonant,"[Alexeyev, Verhees 202..ː …]",,botl1242
327,Avar-Andic,Botlikh,qʰ,q,consonant,"[Alexeyev, Verhees 202..ː …]",,botl1242
328,Avar-Andic,Botlikh,r,r,consonant,"[Alexeyev, Verhees 202..ː …]",,botl1242
329,Avar-Andic,Botlikh,ʁ,ʁ,consonant,"[Alexeyev, Verhees 202..ː …]",,botl1242
330,Avar-Andic,Botlikh,s,s,consonant,"[Alexeyev, Verhees 202..ː …]",,botl1242
331,Avar-Andic,Botlikh,sː,s:,consonant,"[Alexeyev, Verhees 202..ː …]",,botl1242
332,Avar-Andic,Botlikh,ʃ,ʃ,consonant,"[Alexeyev, Verhees 202..ː …]",,botl1242
333,Avar-Andic,Botlikh,ʃː,ʃ:,consonant,"[Alexeyev, Verhees 202..ː …]",,botl1242
334,Avar-Andic,Botlikh,t’,t’,consonant,"[Alexeyev, Verhees 202..ː …]",,botl1242
335,Avar-Andic,Botlikh,tʰ,t,consonant,"[Alexeyev, Verhees 202..ː …]",,botl1242
336,Avar-Andic,Botlikh,tɬ,ƛ,consonant,"[Alexeyev, Verhees 202..ː …]",,botl1242
337,Avar-Andic,Botlikh,tɬ’,ƛ’,consonant,"[Alexeyev, Verhees 202..ː …]",,botl1242
338,Avar-Andic,Botlikh,ts,c,consonant,"[Alexeyev, Verhees 202..ː …]",,botl1242
339,Avar-Andic,Botlikh,ts’,c’,consonant,"[Alexeyev, Verhees 202..ː …]",,botl1242
340,Avar-Andic,Botlikh,ts’ː,c’ː,consonant,"[Alexeyev, Verhees 202..ː …]",,botl1242
341,Avar-Andic,Botlikh,tsː,cː,consonant,"[Alexeyev, Verhees 202..ː …]",,botl1242
342,Avar-Andic,Botlikh,tʃ,č’,consonant,"[Alexeyev, Verhees 202..ː …]",,botl1242
343,Avar-Andic,Botlikh,tʃ’,č’,consonant,"[Alexeyev, Verhees 202..ː …]",,botl1242
344,Avar-Andic,Botlikh,tʃ’ː,č’ː,consonant,"[Alexeyev, Verhees 202..ː …]",,botl1242
345,Avar-Andic,Botlikh,tʃː,čː,consonant,"[Alexeyev, Verhees 202..ː …]",,botl1242
346,Avar-Andic,Botlikh,w,w,consonant,"[Alexeyev, Verhees 202..ː …]",,botl1242
347,Avar-Andic,Botlikh,x,x,consonant,"[Alexeyev, Verhees 202..ː …]",,botl1242
348,Avar-Andic,Botlikh,ʒ,ž,consonant,"[Alexeyev, Verhees 202..ː …]",,botl1242
349,Avar-Andic,Botlikh,ʔ,ʔ,consonant,"[Alexeyev, Verhees 202..ː …]",,botl1242
